bytes	path
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260527170024-smgy88-6bca095-code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260528231533-8mhcpm--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260527080156-s2w15j--code/centralized_project_one.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260212230416-nailju-86bc570-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260527124050-d98ocl-c9391bb-code/centralized_project_one.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260213025347-ihfp03--code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260527175652-a64cmj-b632b09-code/centralized_project_one.pdf
9562792	/kmh-nfs-ssd-us-mount/staging/sqa/260509214438-ffwmb3-537e610-code/AR-image-generation-with-Masked-Bit-Modeling.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260215025824-wx25jb-9946968-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260530184057-ijxn8a--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260523232412-5su8gr--code/centralized_project_one.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260212032314-ai1hxc-9c977c8-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260523210756-uxgutw--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260526135341-lsskaj--code/centralized_project_one.pdf
9562792	/kmh-nfs-ssd-us-mount/staging/sqa/260512194617-jx6hbl-0ebb0f8-code/AR-image-generation-with-Masked-Bit-Modeling.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260527090048-23r06z--code/centralized_project_one.pdf
7394185	/kmh-nfs-ssd-us-mount/staging/sqa/260210160644-vh10ck-1c20aa1-code/visualize.ipynb
9562792	/kmh-nfs-ssd-us-mount/staging/sqa/260511131824-bsdgek-921e605-code/AR-image-generation-with-Masked-Bit-Modeling.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260214000141-uqa3qg-07e8bc4-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260526224905-r3109t--code/centralized_project_one.pdf
7445748	/kmh-nfs-ssd-us-mount/staging/sqa/260309143041-lxqlqm-b7fb7cd-code/MAE-2111.06377v3.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260214225107-4n25zd-9946968-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260529141113-pgjvms-1c1ebfd-code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260529045958-jq1x24--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260529224959-t17yvn--code/centralized_project_one.pdf
7394185	/kmh-nfs-ssd-us-mount/staging/sqa/260209175753-99aeyh-1c20aa1-code/visualize.ipynb
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260527034705-4423wd-e03e310-code/centralized_project_one.pdf
7445748	/kmh-nfs-ssd-us-mount/staging/sqa/260303150420-yl169t-256b760-code/MAE-2111.06377v3.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260530103754-s9ykcq-9ca2482-code/centralized_project_one.pdf
9562792	/kmh-nfs-ssd-us-mount/staging/sqa/260512165907-lneo0h-0ebb0f8-code/AR-image-generation-with-Masked-Bit-Modeling.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260213032959-rag0mu-8f0b177-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
9562792	/kmh-nfs-ssd-us-mount/staging/sqa/260509200227-p8xwhp--code/AR-image-generation-with-Masked-Bit-Modeling.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260524002838-ofnngj--code/centralized_project_one.pdf
9562792	/kmh-nfs-ssd-us-mount/staging/sqa/260510213852-hp0wby-921e605-code/AR-image-generation-with-Masked-Bit-Modeling.pdf
7394185	/kmh-nfs-ssd-us-mount/staging/sqa/260210040605-ss6yqo--code/visualize.ipynb
7445748	/kmh-nfs-ssd-us-mount/staging/sqa/260306030717-6eu336-0b14f22-code/MAE-2111.06377v3.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260213234728-msbvi0-07e8bc4-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
7445748	/kmh-nfs-ssd-us-mount/staging/sqa/260309121753-t9u0p4-b7fb7cd-code/MAE-2111.06377v3.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260616055707-0zh7f3-658e227-code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260530063146-qq7bwo--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260529230933-cp5p0x--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260527161615-poo1o1-e6249a0-code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260528080631-re18rr--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260526020547-72p88r--code/centralized_project_one.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260213223651-02s5li-07e8bc4-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260524172539-5a0q92--code/centralized_project_one.pdf
7445748	/kmh-nfs-ssd-us-mount/staging/sqa/260306055641-f6pvwl-0b14f22-code/MAE-2111.06377v3.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260523183619-amsjin--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260529232444-79mxdg--code/centralized_project_one.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260213193728-d9gsd8-07e8bc4-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260617152322-z89s08-812355a-code/centralized_project_one.pdf
7445748	/kmh-nfs-ssd-us-mount/staging/sqa/260226114312-6y5jih-c02b979-code/MAE-2111.06377v3.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260213212156-6f3anz-07e8bc4-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260524031041-lj8goh--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260617150525-71peoh--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260529212309-ka0beh--code/centralized_project_one.pdf
9562792	/kmh-nfs-ssd-us-mount/staging/sqa/260511175246-4ymvt1-921e605-code/AR-image-generation-with-Masked-Bit-Modeling.pdf
7302648	/kmh-nfs-ssd-us-mount/staging/sqa/debug-kmh-tpuvm-v5p-128-spot-sqah6r6pb-us-central1-a/log/writed_images/step0000010_sample_ema_0.9999.png
7302648	/kmh-nfs-ssd-us-mount/staging/sqa/debug-kmh-tpuvm-v5p-128-spot-sqah6r6pb-us-central1-a/log/writed_images/step0000010_sample_ema_0.99995.png
7302650	/kmh-nfs-ssd-us-mount/staging/sqa/debug-kmh-tpuvm-v5p-128-spot-sqah6r6pb-us-central1-a/log/writed_images/step0000010_sample_ema_0.9996.png
5117149	/kmh-nfs-ssd-us-mount/staging/sqa/debug-kmh-tpuvm-v5p-128-spot-sqah6r6pb-us-central1-a/log/writed_images/step0000010_vis.png
7302801	/kmh-nfs-ssd-us-mount/staging/sqa/debug-kmh-tpuvm-v5p-128-spot-sqah6r6pb-us-central1-a/log/writed_images/step0000010_sample_noema_nocfg.png
7303187	/kmh-nfs-ssd-us-mount/staging/sqa/debug-kmh-tpuvm-v5p-128-spot-sqah6r6pb-us-central1-a/log/writed_images/step0000010_fid_samples.png
7302803	/kmh-nfs-ssd-us-mount/staging/sqa/debug-kmh-tpuvm-v5p-128-spot-sqah6r6pb-us-central1-a/log/writed_images/step0000010_sample.png
7394185	/kmh-nfs-ssd-us-mount/staging/sqa/260210185913-p8jb6q-1c20aa1-code/visualize.ipynb
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260529113251-mtxh5d-35e0161-code/centralized_project_one.pdf
7394185	/kmh-nfs-ssd-us-mount/staging/sqa/260210000150-1r87g2--code/visualize.ipynb
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260529022823-w724k1--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260617175651-ohb1cb-d413c73-code/centralized_project_one.pdf
7445748	/kmh-nfs-ssd-us-mount/staging/sqa/260226122056-mfb6tk-4546aab-code/MAE-2111.06377v3.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260529063952-jlt7df--code/centralized_project_one.pdf
7394132	/kmh-nfs-ssd-us-mount/staging/sqa/260222034817-0qrpou-9ab715e-code/visualize.ipynb
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260212160616-98jhak--code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260523132127-7g1y8b--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260524072223-mvb5t7--code/centralized_project_one.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/debug-kmh-tpuvm-v6e-64-spot-sqase79e1-us-east5-b/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260617104126-5e2ck8-812355a-code/centralized_project_one.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260215165518-0w57xl-9946968-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260530041234-uj4pml-39ecc0a-code/centralized_project_one.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260212001838-ry8tq7--code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
9562792	/kmh-nfs-ssd-us-mount/staging/sqa/260512135400-gn2zsr-921e605-code/AR-image-generation-with-Masked-Bit-Modeling.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260529051910-qhqicc--code/centralized_project_one.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/260212222917-gucc62-23763cd-code/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260529180339-5y61l3--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260528164619-svomrn--code/centralized_project_one.pdf
5921410	/kmh-nfs-ssd-us-mount/staging/sqa/debug-kmh-tpuvm-v6e-64-spot-sqa24jgcg-us-central1-b/pycocoevalcap/tokenizer/stanford-corenlp-3.4.1.jar
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260525094341-fvqine-e03e310-code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260524204213-mnz4so--code/centralized_project_one.pdf
8016132	/kmh-nfs-ssd-us-mount/staging/sqa/260523144804-vtygbm--code/centralized_project_one.pdf
9562792	/kmh-nfs-ssd-us-mount/staging/sqa/260511160258-rvzmdg-921e605-code/AR-image-generation-with-Masked-Bit-Modeling.pdf
7445748	/kmh-nfs-ssd-us-mount/staging/sqa/260304072503-ej0ubk-256b760-code/MAE-2111.06377v3.pdf
